Title,City,Salary,EmploymentType,JobURL,Company,Posted_date,RemoteStatus,JobID,Current_Date_Time
"Analyst 1, Cust Contract Admin",San Diego,$26 / hr,Contractor,"https://www.ziprecruiter.com/c/TechDigital-Corporation/Job/Analyst-1,-Cust-Contract-Admin/-in-San-Diego,CA?jid=5f383cacf1f17f3f",TechDigital Corporation,2024-01-04T22:34:39Z,,5f383cacf1f17f3f,2024-01-31T10:15:24Z
Real World Evidence (RWE) - Data Analyst,Remote,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Alpha-Consulting-Corp./Job/Real-World-Evidence-(RWE)-Data-Analyst/-in-Remote,OR?jid=48b94654857cd8b5",Alpha Consulting Corp.,2023-10-25T11:46:03Z,remote,48b94654857cd8b5,2024-01-31T10:15:24Z
Compliance Analyst (eCommerce) - Hybrid,San Jose,$35 - $41.52 / hr,Contractor,"https://www.ziprecruiter.com/c/Intelliswift-Software-Inc/Job/Compliance-Analyst-(eCommerce)-Hybrid/-in-San-Jose,CA?jid=0afa3d6c25e4f3ab",Intelliswift Software Inc,2024-01-10T10:20:17Z,,0afa3d6c25e4f3ab,2024-01-31T10:15:24Z
Data Analyst IV,Cupertino,$61 - $66 / hr,Contractor,"https://www.ziprecruiter.com/c/MindSource/Job/Data-Analyst-IV/-in-Cupertino,CA?jid=bd445b724c7a0ffb",MindSource,2024-01-22T08:00:00Z,,bd445b724c7a0ffb,2024-01-31T10:15:28Z
EOI - Data Analyst - ContractHybrid,Bartlesville,$0 / ,Contractor,"https://www.ziprecruiter.com/c/ConocoPhillips/Job/EOI-Data-Analyst-ContractHybrid/-in-Bartlesville,OK?jid=d56b1591ee321c7b",ConocoPhillips,2023-04-14T02:53:22Z,,d56b1591ee321c7b,2024-01-31T10:15:28Z
Senior Project Analyst,Newport Beach,$45 - $55 / hr,Contractor,"https://www.ziprecruiter.com/c/Peregrine-Team/Job/Senior-Project-Analyst/-in-Newport-Beach,CA?jid=696046f07b3f513b",Peregrine Team,2024-01-12T04:08:22Z,,696046f07b3f513b,2024-01-31T10:15:28Z
Data Analyst/SR (29689),Phoenix,$0 / ,Contractor,"https://www.ziprecruiter.com/c/IDEALFORCE-LLC/Job/Data-Analyst-SR-(29689)/-in-Phoenix,AZ?jid=345df3be7374aaa3",IDEALFORCE LLC,2014-07-25T07:00:00Z,,345df3be7374aaa3,2024-01-31T10:15:28Z
Digital eCommerce Analyst,Calabasas,$30 / hr,Contractor,"https://www.ziprecruiter.com/c/Adecco/Job/Digital-eCommerce-Analyst/-in-Calabasas,CA?jid=2a13145ded493872",Adecco,2024-01-05T00:28:47Z,,2a13145ded493872,2024-01-31T10:15:28Z
Business Intelligence Analyst,San Francisco,$75 / hr,Contractor,"https://www.ziprecruiter.com/c/Estrada-Consulting-Incorporated/Job/Business-Intelligence-Analyst/-in-San-Francisco,CA?jid=0008e628e95ca8b5",Estrada Consulting Incorporated,2024-01-22T21:58:38Z,,0008e628e95ca8b5,2024-01-31T10:15:28Z
Jr- Mid-level Data Analyst/Engineer,Englewood,$0 / ,Contractor,"https://www.ziprecruiter.com/c/ClientSolv-Technologies/Job/Jr-Mid-level-Data-Analyst-Engineer/-in-Englewood,CO?jid=65f771f3568973d7",ClientSolv Technologies,2022-01-25T08:00:00Z,,65f771f3568973d7,2024-01-31T10:15:28Z
Data Analyst,Upper Saint Clair,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Latitude,-Inc./Job/Data-Analyst/-in-Upper-Saint-Clair,PA?jid=59982d4782a69c66","Latitude, Inc.",2023-05-05T15:14:28Z,,59982d4782a69c66,2024-01-31T10:15:28Z
Data Analyst,Phoenix,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Atria-Group-LLC/Job/Data-Analyst/-in-Phoenix,AZ?jid=dd96659d6e5639ac",Atria Group LLC,2016-02-15T08:00:00Z,,dd96659d6e5639ac,2024-01-31T10:15:28Z
Data Analyst,Irvine,$0 / ,Contractor,"https://www.ziprecruiter.com/c/eTeam-Inc/Job/Data-Analyst/-in-Irvine,CA?jid=e9507c463164cbef",eTeam Inc,2021-01-27T08:00:00Z,,e9507c463164cbef,2024-01-31T10:15:28Z
"Data Analyst Lead - Richardson, TX",Richardson,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Deegit-Inc/Job/Data-Analyst-Lead-Richardson,-TX/-in-Richardson,TX?jid=1e18680fcf5aee29",Deegit Inc,2015-09-21T00:00:00Z,,1e18680fcf5aee29,2024-01-31T10:15:28Z
Looking for a Data analyst with our direct banking client,Plano,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Artech/Job/Looking-for-a-Data-analyst-with-our-direct-banking-client/-in-Plano,TX?jid=4035bf9df57fd074",Artech,2023-10-06T23:13:04Z,,4035bf9df57fd074,2024-01-31T10:15:28Z
ArcGis Data Analyst,Denver,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Marathon-TS/Job/ArcGis-Data-Analyst/-in-Denver,CO?jid=46b475e2eec62c1f",Marathon TS,2019-08-21T07:00:00Z,,46b475e2eec62c1f,2024-01-31T10:15:28Z
Data Analyst Level II (38945),Phoenix,$0 / ,Contractor,"https://www.ziprecruiter.com/c/IDEALFORCE-LLC/Job/Data-Analyst-Level-II-(38945)/-in-Phoenix,AZ?jid=9b242ea8c070cc49",IDEALFORCE LLC,2016-02-24T08:00:00Z,,9b242ea8c070cc49,2024-01-31T10:15:28Z
Data Analyst,Chicago,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Ask-IT-consulting/Job/Data-Analyst/-in-Chicago,IL?jid=24cb8b82dcce6c4c",Ask IT consulting,2014-06-17T07:00:00Z,,24cb8b82dcce6c4c,2024-01-31T10:15:28Z
Business Analyst - B,Des Plaines,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Accountant-Iv-:-22-22194-Banking-Jobs-|-Bank-Careers/Job/Business-Analyst-B/-in-Des-Plaines,IL?jid=3fbf919577735ab9",Accountant Iv #: 22-22194 - Banking Jobs | Bank Careers,2024-01-29T08:00:00Z,,3fbf919577735ab9,2024-01-31T10:15:28Z
Data Analyst,Redmond,$0 / ,Contractor,"https://www.ziprecruiter.com/c/SRI-Tech-solutions-Inc/Job/Data-Analyst/-in-Redmond,WA?jid=c9ea9e54bc0a6c00",SRI Tech solutions Inc,2016-07-08T07:00:00Z,,c9ea9e54bc0a6c00,2024-01-31T10:15:28Z
GCR Data Analyst - Contract,Houston,$0 / ,Contractor,"https://www.ziprecruiter.com/c/ConocoPhillips/Job/GCR-Data-Analyst-Contract/-in-Houston,TX?jid=b8a7ad798fff20e3",ConocoPhillips,2023-11-17T00:40:35Z,,b8a7ad798fff20e3,2024-01-31T10:15:28Z
Data Analyst (Research Analyst),Lake Bluff,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Infinite-Computing-Systems/Job/Data-Analyst-(Research-Analyst)/-in-Lake-Bluff,IL?jid=9d9f4742a7f4854b",Infinite Computing Systems,2020-11-05T08:00:00Z,,9d9f4742a7f4854b,2024-01-31T10:15:28Z
Document/Data Analyst,Boulder,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Integrated-Resources-INC/Job/Document-Data-Analyst/-in-Boulder,CO?jid=09372b8099ec323f",Integrated Resources INC,2016-08-09T07:00:00Z,,09372b8099ec323f,2024-01-31T10:15:28Z
Data Analyst III,Cupertino,$0 / ,Contractor,"https://www.ziprecruiter.com/c/eTeam-Inc/Job/Data-Analyst-III/-in-Cupertino,CA?jid=73a49e30012ef5f2",eTeam Inc,2023-12-13T08:00:00Z,,73a49e30012ef5f2,2024-01-31T10:15:36Z
Logistics Analyst III,Austin,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Laboratory-Technician-|-St.-Cloud-Shines/Job/Logistics-Analyst-III/-in-Austin,TX?jid=52b59e2d911c364b",Laboratory Technician | St. Cloud Shines,2024-01-17T08:00:00Z,,52b59e2d911c364b,2024-01-31T10:15:36Z
Business Analyst - Utility Data Contractors,San Diego,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Shiftcode-Analytics,-Inc/Job/Business-Analyst-Utility-Data-Contractors/-in-San-Diego,CA?jid=adac6c46d75ea85c","Shiftcode Analytics, Inc",2024-01-23T04:40:46Z,,adac6c46d75ea85c,2024-01-31T10:15:36Z
Data Engineer/Analyst,Fremont,$0 / ,Contractor,"https://www.ziprecruiter.com/c/RIT-Solutions/Job/Data-Engineer-Analyst/-in-Fremont,CA?jid=deb643b03d31e086",RIT Solutions,2023-11-30T08:00:00Z,,deb643b03d31e086,2024-01-31T10:15:36Z
BUSINESS ANALYST,Addison,$0 / ,Contractor,"https://www.ziprecruiter.com/c/SHIRO-Technologies-Inc/Job/BUSINESS-ANALYST/-in-Addison,TX?jid=2004fb116661e78a",SHIRO Technologies Inc,2023-06-23T00:00:00Z,,2004fb116661e78a,2024-01-31T10:15:36Z
Data Integration Architect,Pleasanton,$52 - $69 / hr,Contractor,"https://www.ziprecruiter.com/c/Workday/Job/Data-Integration-Architect/-in-Pleasanton,CA?jid=a81d12218066b32d",Workday,2024-01-24T03:48:28Z,,a81d12218066b32d,2024-01-31T10:15:36Z
IT Data Analyst,Nashville,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Open-Systems-Technologies/Job/IT-Data-Analyst/-in-Nashville,TN?jid=73bf746eb108c3e2",Open Systems Technologies,2017-07-05T07:00:00Z,,73bf746eb108c3e2,2024-01-31T10:15:36Z
Jr. Data Analyst,Walnut Creek,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Artech-Information-System-LLC/Job/Jr.-Data-Analyst/-in-Walnut-Creek,CA?jid=a1d231590e7a6886",Artech Information System LLC,2017-02-16T08:00:00Z,,a1d231590e7a6886,2024-01-31T10:15:36Z
Data Analyst,Concord,$0 / ,Contractor,"https://www.ziprecruiter.com/c/H1B-Sponsorship-Jobs-in-Usa/Job/Data-Analyst/-in-Concord,CA?jid=892b4786697af76c",H1B Sponsorship Jobs in Usa,2023-11-20T16:20:54Z,,892b4786697af76c,2024-01-31T10:15:36Z
Supply Chain Data and Program Analyst,Sunnyvale,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Pyramid-Consulting/Job/Supply-Chain-Data-and-Program-Analyst/-in-Sunnyvale,CA?jid=1a5f542d0a51be44",Pyramid Consulting,2021-04-14T07:00:00Z,,1a5f542d0a51be44,2024-01-31T10:15:36Z
Senior Data Analyst,San Jose,$0 / ,Contractor,"https://www.ziprecruiter.com/c/FocusKPI-Inc./Job/Senior-Data-Analyst/-in-San-Jose,CA?jid=a2686abbd95104cd",FocusKPI Inc.,2023-12-13T23:15:05Z,,a2686abbd95104cd,2024-01-31T10:15:36Z
Denver CO_Business Data analyst(SAS exp preferrred)_W2,Denver,$0 / ,Contractor,"https://www.ziprecruiter.com/c/360-IT-Professionals/Job/Denver-CO_Business-Data-analyst(SAS-exp-preferrred)_W2/-in-Denver,CO?jid=4f192d2530bd1c5b",360 IT Professionals,2017-06-02T07:00:00Z,,4f192d2530bd1c5b,2024-01-31T10:15:36Z
Business Data Analyst III,Denver,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Ask-IT-consulting/Job/Business-Data-Analyst-III/-in-Denver,CO?jid=b1ee76a754536486",Ask IT consulting,2017-07-12T07:00:00Z,,b1ee76a754536486,2024-01-31T10:15:36Z
Business Analyst - III,San Francisco,$58 / hr,Contractor,"https://www.ziprecruiter.com/c/TechDigital-Corporation/Job/Business-Analyst-III/-in-San-Francisco,CA?jid=ff6d33c29826a7f0",TechDigital Corporation,2024-01-05T04:30:56Z,,ff6d33c29826a7f0,2024-01-31T10:15:36Z
Business Data Analyst,Seattle,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Full-Time-Contract-for-Workday-Integrations-Consultant-in-Sunnyvale-or-Austin-(Relocation-necessa.../Job/Business-Data-Analyst/-in-Seattle,WA?jid=63f70720679a7d95",Full Time/Contract for Workday Integrations Consultant in Sunnyvale or Austin (Relocation necessa...,2023-09-28T07:00:00Z,,63f70720679a7d95,2024-01-31T10:15:36Z
Workday Data Analyst,San Francisco,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Abacus-Service-Corporation/Job/Workday-Data-Analyst/-in-San-Francisco,CA?jid=30352ba023de8fe1",Abacus Service Corporation,2021-12-16T08:00:00Z,,30352ba023de8fe1,2024-01-31T10:15:36Z
Sr. Data Analyst,San Diego,$91K - $115K / yr,Contractor,"https://www.ziprecruiter.com/c/CEDENT/Job/Sr.-Data-Analyst/-in-San-Diego,CA?jid=389bda92b64f3c1d",CEDENT,2023-06-26T10:00:00Z,,389bda92b64f3c1d,2024-01-31T10:15:36Z
System Analyst- Product Information Management,Remote,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Analyst-It-Vulnerability-Management-:-23-00057-IT-Jobs-|-IT-Positions/Job/System-Analyst-Product-Information-Management/-in-Remote,OR?jid=4d82205f42bd204e",Analyst It Vulnerability Management #: 23-00057 - IT Jobs | IT Positions,2024-01-11T08:00:00Z,,4d82205f42bd204e,2024-01-31T10:15:36Z
Business Analyst (Trade Surveillance),Plano,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Manual-Tester-Monterrey-empleos-en-mexico/Job/Business-Analyst-(Trade-Surveillance)/-in-Plano,TX?jid=a3580bd134a13467",Manual Tester - Monterrey - empleos en mexico,2023-07-31T07:00:00Z,,a3580bd134a13467,2024-01-31T10:15:36Z
IT Data Analyst,Nashville,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Open-Systems-Technologies/Job/IT-Data-Analyst/-in-Nashville,TN?jid=73bf746eb108c3e2",Open Systems Technologies,2017-07-05T07:00:00Z,,73bf746eb108c3e2,2024-01-31T10:15:41Z
Systems and Data Analyst 4,Englewood,$0 / ,Contractor,"https://www.ziprecruiter.com/c/ACL-Digital/Job/Systems-and-Data-Analyst-4/-in-Englewood,CO?jid=e656a75d0618690e",ACL Digital,2023-07-14T00:00:00Z,,e656a75d0618690e,2024-01-31T10:15:41Z
Business Analyst (Business Data Analyst),San Francisco,$0 / ,Contractor,"https://www.ziprecruiter.com/c/H1B-Sponsorship-Jobs-in-Usa/Job/Business-Analyst-(Business-Data-Analyst)/-in-San-Francisco,CA?jid=35093afff9755bdb",H1B Sponsorship Jobs in Usa,2023-11-29T08:00:00Z,,35093afff9755bdb,2024-01-31T10:15:41Z
Data Analyst - Global Places and Security,Santa Clara,$0 / ,Contractor,"https://www.ziprecruiter.com/c/TalentBurst,-Inc./Job/Data-Analyst-Global-Places-and-Security/-in-Santa-Clara,CA?jid=f5439c4e862aab6f","TalentBurst, Inc.",2024-01-08T08:00:00Z,remote,f5439c4e862aab6f,2024-01-31T10:15:41Z
Operations Analyst 4,Austin,$50 - $54 / hr,Contractor,"https://www.ziprecruiter.com/c/Ursus/Job/Operations-Analyst-4/-in-Austin,TX?jid=2604f809cad0d7e4",Ursus,2023-12-20T08:00:00Z,remote,2604f809cad0d7e4,2024-01-31T10:15:41Z
Business Data Analyst,Redwood City,$0 / ,Contractor,"https://www.ziprecruiter.com/c/SV-Tech-Systems-Inc/Job/Business-Data-Analyst/-in-Redwood-City,CA?jid=ef42bafe591f08c6",SV Tech Systems Inc,2015-04-06T07:00:00Z,,ef42bafe591f08c6,2024-01-31T10:15:41Z
Business Analyst/Data Analysts,Santa Clara,$0 / ,Contractor,"https://www.ziprecruiter.com/c/360-IT-Professionals/Job/Business-Analyst-Data-Analysts/-in-Santa-Clara,CA?jid=0767b78ffe8f8abf",360 IT Professionals,2017-08-21T07:00:00Z,,0767b78ffe8f8abf,2024-01-31T10:15:41Z
Business System Data Analyst,Salem,$0 / ,Contractor,"https://www.ziprecruiter.com/c/SA-Technologies-Inc./Job/Business-System-Data-Analyst/-in-Salem,OR?jid=aaabd6b6f0b85f60",SA Technologies Inc.,2017-05-02T07:00:00Z,,aaabd6b6f0b85f60,2024-01-31T10:15:41Z
Reporting Analyst - Financial Risk Reporting,Dallas,$60 - $68 / hr,Contractor,"https://www.ziprecruiter.com/c/Pyramid-Consulting/Job/Reporting-Analyst-Financial-Risk-Reporting/-in-Dallas,TX?jid=ee09074d8b87008a",Pyramid Consulting,2024-01-18T08:00:00Z,,ee09074d8b87008a,2024-01-31T10:15:41Z
Senior IT Business Analyst,Remote,$86K - $115K / yr,Contractor,"https://www.ziprecruiter.com/c/Resource-Informatics-Group/Job/Senior-IT-Business-Analyst/-in-Remote,OR?jid=e4ae004eb25f2a28",Resource Informatics Group,2023-11-06T08:00:00Z,,e4ae004eb25f2a28,2024-01-31T10:15:41Z
Supplier Operations Analyst,San Rafael,$0 / ,Contractor,"https://www.ziprecruiter.com/c/TalentBurst,-Inc./Job/Supplier-Operations-Analyst/-in-San-Rafael,CA?jid=dc9ce42b0bcdac94","TalentBurst, Inc.",2023-11-07T08:00:00Z,remote,dc9ce42b0bcdac94,2024-01-31T10:15:41Z
Two Openings - 24 Months Contract - Healthcare Business Analyst with SQL Database experience and BA/,Oakland,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Resource-Informatics-Group-Inc/Job/Two-Openings-24-Months-Contract-Healthcare-Business-Analyst-with-SQL-Database-experience-and-BA-/-in-Oakland,CA?jid=ee7706c10fc46bd4",Resource Informatics Group Inc,2022-09-06T22:45:31Z,,ee7706c10fc46bd4,2024-01-31T10:15:41Z
Business Analyst Finance,Chicago,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Resource-Logistics/Job/Business-Analyst-Finance/-in-Chicago,IL?jid=28de9a811ab399d2",Resource Logistics,2024-01-18T08:00:00Z,,28de9a811ab399d2,2024-01-31T10:15:41Z
Climate Risk Business Analyst IV,Menlo Park,$0 / ,Contractor,"https://www.ziprecruiter.com/c/NATA-Certified-|-Columbus-OH-FBO-|-Rickenbacker-Aviation/Job/Climate-Risk-Business-Analyst-IV/-in-Menlo-Park,CA?jid=7cd23531a6911995",NATA-Certified | Columbus OH FBO | Rickenbacker Aviation,2024-01-25T08:00:00Z,remote,7cd23531a6911995,2024-01-31T10:15:41Z
Cyber Security Operations Analyst,San Jose,$50 - $60 / hr,Contractor,"https://www.ziprecruiter.com/c/Ursus,-Inc./Job/Cyber-Security-Operations-Analyst/-in-San-Jose,CA?jid=4d3a6b11f514470a","Ursus, Inc.",2023-09-20T07:00:00Z,,4d3a6b11f514470a,2024-01-31T10:15:41Z
Compensation Analyst,Denver,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Crescens-Inc./Job/Compensation-Analyst/-in-Denver,CO?jid=fbd5874f1eba67f9",Crescens Inc.,2023-08-25T07:00:00Z,remote,fbd5874f1eba67f9,2024-01-31T10:15:41Z
Scaled Abuse Operations Data Analyst - Arabic,Sunnyvale,$0 / ,Contractor,"https://www.ziprecruiter.com/c/BCforward/Job/Scaled-Abuse-Operations-Data-Analyst-Arabic/-in-Sunnyvale,CA?jid=c714577bdce9656e",BCforward,2016-10-17T07:00:00Z,,c714577bdce9656e,2024-01-31T10:15:41Z
Business Systems Analyst-Senior-CIO Org,San Diego,$60 - $62 / hr,Contractor,"https://www.ziprecruiter.com/c/Leadstack/Job/Business-Systems-Analyst-Senior-CIO-Org/-in-San-Diego,CA?jid=4e4d9fb42a131ce0",Leadstack,2024-01-23T08:00:00Z,remote,4e4d9fb42a131ce0,2024-01-31T10:15:41Z
Data Analyst/Report Writer,Austin,$0 / ,Contractor,"https://www.ziprecruiter.com/c/Indotronix-International-Corporation/Job/Data-Analyst-Report-Writer/-in-Austin,TX?jid=ea5123c269eb6f30",Indotronix International Corporation,2021-10-26T13:52:41Z,,ea5123c269eb6f30,2024-01-31T10:15:41Z
